little pipes little enemies little blocks low elevation,1400,2.5,1725220988656,../sampling/generated_level/generated_level_1725220988656_38.txt,2.838073768900676,0.85,1,1.0,63.599542,10,1.0
little pipes little enemies little blocks high elevation,1400,2.5,1725220988656,../sampling/generated_level/generated_level_1725220988656_39.txt,4.1294040389744815,1.0,1,1.0,81.02415,10,1.0
little pipes little enemies some blocks low elevation,1400,2.5,1725221056116,../sampling/generated_level/generated_level_1725221056116_40.txt,1.0940053818147977,0.33,1,1.0,92.61873999999999,10,1.0
little pipes little enemies some blocks high elevation,1400,2.5,1725221056116,../sampling/generated_level/generated_level_1725221056116_41.txt,1.5442099859011407,0.46,1,1.0,101.22306,10,1.0
little pipes little enemies many blocks low elevation,1400,2.5,1725221056116,../sampling/generated_level/generated_level_1725221056116_42.txt,1.98284852779708,0.59,1,1.0,90.563195,10,1.0
little pipes little enemies many blocks high elevation,1400,2.5,1725221056116,../sampling/generated_level/generated_level_1725221056116_43.txt,0.7101817087287192,0.21,1,1.0,87.91176999999999,10,1.0
little pipes some enemies little blocks low elevation,1400,2.5,1725221056116,../sampling/generated_level/generated_level_1725221056116_44.txt,4.0947210026687975,1.0,-100,0.0,78.89805,10,1.0
little pipes some enemies little blocks high elevation,1400,2.5,1725221056116,../sampling/generated_level/generated_level_1725221056116_45.txt,3.2765718394310235,1.0,-100,0.0,43.161545,10,1.0
little pipes some enemies some blocks low elevation,1400,2.5,1725221056116,../sampling/generated_level/generated_level_1725221056116_46.txt,2.833194711448363,0.85,1,1.0,65.79273500000001,10,1.0
little pipes some enemies some blocks high elevation,1400,2.5,1725221056117,../sampling/generated_level/generated_level_1725221056117_47.txt,1.8054705031183738,0.54,1,1.0,159.4859,10,1.0
little pipes some enemies many blocks low elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_48.txt,0.7443483392340102,0.22,-100,0.0,0.0,10,1.0
little pipes some enemies many blocks high elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_49.txt,0.3160857826526884,0.09,1,1.0,72.48567999999999,-40,0.0
little pipes many enemies little blocks low elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_50.txt,3.4800923726772877,1.0,-100,0.0,66.26181,10,1.0
little pipes many enemies little blocks high elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_51.txt,2.348637677594286,0.7,1,1.0,90.92743,-70,0.0
little pipes many enemies some blocks low elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_52.txt,3.6384650567968526,1.0,1,1.0,70.17971,-10,0.0
little pipes many enemies some blocks high elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_53.txt,1.9369535984458726,0.58,1,1.0,108.30522500000001,10,1.0
little pipes many enemies many blocks low elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_54.txt,-0.15637227452682356,0,1,1.0,50.171625,10,1.0
little pipes many enemies many blocks high elevation,1400,2.5,1725221123575,../sampling/generated_level/generated_level_1725221123575_55.txt,0.45476631516158506,0.14,-100,0.0,86.197945,-20,0.0
